Country;Protected area;Question;Type of value;Stakeholder;Value;Potential (value)
Macedonia;NP Pelister;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;1;0
Macedonia;NP Pelister;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;1;0
Macedonia;NP Pelister;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;1;0
Macedonia;NP Pelister;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Wood;Importance of value;Non-governmental organizations, experts, scientists;0;0
Macedonia;NP Pelister;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Plitvička Jezera;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;1
Croatia;NP Plitvička Jezera;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Fishing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Plitvička Jezera;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Plitvička Jezera;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Plitvička Jezera;Wood;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Plitvička Jezera;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Albania;NP Prespa;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Hunting;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Fishing;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;2;0
Albania;NP Prespa;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Prespa;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Wood;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Prespa;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Fishing;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Montenegro;NP Prokletje;Wood;Importance of value;Non-governmental organizations, experts, scientists;1;0
Montenegro;NP Prokletje;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Qaf Shtama;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Fishing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Qaf Shtama;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Albania;NP Qaf Shtama;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Wood;Importance of value;Non-governmental organizations, experts, scientists;0;0
Albania;NP Qaf Shtama;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Risnjak;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;1;1
Croatia;NP Risnjak;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Fishing;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Risnjak;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Risnjak;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Risnjak;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Risnjak;Water quality & quantity;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Pollination & honey production;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Pollination & honey production;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Nature materials;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Nature materials;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Wood;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Risnjak;Wood;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Nature conservation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Sjeverni Velebit;Nature conservation;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Sjeverni Velebit;Jobs in Protected Areas;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Sjeverni Velebit;Jobs in Protected Areas;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Hunting;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Hunting;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Wild food plants and mushrooms;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Wild food plants and mushrooms;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Fishing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Fishing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Traditional agriculture;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Traditional agriculture;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Livestock grazing;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Livestock grazing;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Commercial & non-commercial water use;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Commercial & non-commercial water use;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Cultural & historical values;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Sjeverni Velebit;Cultural & historical values;Economic importance of value;Non-governmental organizations, experts, scientists;0;1
Croatia;NP Sjeverni Velebit;Specific site value;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Sjeverni Velebit;Medicinal herbs;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Medicinal herbs;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Tourism & recreation;Importance of value;Non-governmental organizations, experts, scientists;2;0
Croatia;NP Sjeverni Velebit;Tourism & recreation;Economic importance of value;Non-governmental organizations, experts, scientists;0;1
Croatia;NP Sjeverni Velebit;Building knowledge;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Sjeverni Velebit;Building knowledge;Economic importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Sjeverni Velebit;Formal & informal education;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Formal & informal education;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Genetic material;Importance of value;Non-governmental organizations, experts, scientists;1;0
Croatia;NP Sjeverni Velebit;Genetic material;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Climate change mitigation;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Climate change mitigation;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Soil stabilization;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Soil stabilization;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Flood prevention;Importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Flood prevention;Economic importance of value;Non-governmental organizations, experts, scientists;0;0
Croatia;NP Sjeverni Velebit;Water quality & quantity;Importance of value;Non-governmental organizations, experts, scientists;1;0
