Country	Protected area	Group name	Question	Type of value	Stakeholder	Value	Potential (value)
Slovenia	NP Triglav	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Slovenia	NP Triglav	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	2	0
Slovenia	NP Triglav	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	1	1
Slovenia	NP Triglav	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	1	0
Slovenia	NP Triglav	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Slovenia	NP Triglav	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	1	0
Slovenia	NP Triglav	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Nature conservation values	Nature conservation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Nature conservation values	Nature conservation	Economic importance of value	Non-governmental organizations, experts, scientists	0	1
Bosnia and Herzegovina	NP Una	Management values	Jobs in Protected Areas	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Management values	Jobs in Protected Areas	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Hunting	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Hunting	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Wild food plants and mushrooms	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Wild food plants and mushrooms	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Fishing	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Values related to food	Fishing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Traditional agriculture	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Traditional agriculture	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Livestock grazing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to food	Livestock grazing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to water	Commercial & non-commercial water use	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Values related to water	Commercial & non-commercial water use	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Cultural and historical values	Cultural & historical values	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Cultural and historical values	Cultural & historical values	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Cultural and historical values	Specific site value	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Medicinal herbs	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	1
Bosnia and Herzegovina	NP Una	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Tourism & recreation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Health and recreation values	Tourism & recreation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Building knowledge	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	NP Una	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	NP Una	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Nature conservation values	Nature conservation	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Velebit	Nature conservation values	Nature conservation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Management values	Jobs in Protected Areas	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Management values	Jobs in Protected Areas	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Values related to food	Hunting	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Hunting	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Wild food plants and mushrooms	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Wild food plants and mushrooms	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Fishing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Fishing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Traditional agriculture	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Traditional agriculture	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Livestock grazing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to food	Livestock grazing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Values related to water	Commercial & non-commercial water use	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Values related to water	Commercial & non-commercial water use	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Cultural and historical values	Cultural & historical values	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Velebit	Cultural and historical values	Cultural & historical values	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Cultural and historical values	Specific site value	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Velebit	Health and recreation values	Medicinal herbs	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Health and recreation values	Tourism & recreation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Health and recreation values	Tourism & recreation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Knowledge	Building knowledge	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Velebit	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	1	1
Croatia	PP Velebit	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Velebit	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Velebit	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Velebit	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Nature conservation values	Nature conservation	Importance of value	Non-governmental organizations, experts, scientists	2	0
Serbia	PP Vlasina	Nature conservation values	Nature conservation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Management values	Jobs in Protected Areas	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Management values	Jobs in Protected Areas	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Hunting	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Values related to food	Hunting	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Wild food plants and mushrooms	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Values related to food	Wild food plants and mushrooms	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Fishing	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Values related to food	Fishing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Traditional agriculture	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Traditional agriculture	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Livestock grazing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to food	Livestock grazing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Values related to water	Commercial & non-commercial water use	Importance of value	Non-governmental organizations, experts, scientists	2	0
Serbia	PP Vlasina	Values related to water	Commercial & non-commercial water use	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Cultural and historical values	Cultural & historical values	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Cultural and historical values	Cultural & historical values	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Cultural and historical values	Specific site value	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Health and recreation values	Medicinal herbs	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Health and recreation values	Tourism & recreation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Health and recreation values	Tourism & recreation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Knowledge	Building knowledge	Importance of value	Non-governmental organizations, experts, scientists	2	0
Serbia	PP Vlasina	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	2	0
Serbia	PP Vlasina	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Serbia	PP Vlasina	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	1	0
Serbia	PP Vlasina	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Nature conservation values	Nature conservation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Nature conservation values	Nature conservation	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Management values	Jobs in Protected Areas	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Management values	Jobs in Protected Areas	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Hunting	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Values related to food	Hunting	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Wild food plants and mushrooms	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Values related to food	Wild food plants and mushrooms	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Fishing	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Values related to food	Fishing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Traditional agriculture	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Traditional agriculture	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Livestock grazing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to food	Livestock grazing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Values related to water	Commercial & non-commercial water use	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Values related to water	Commercial & non-commercial water use	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Cultural and historical values	Cultural & historical values	Importance of value	Non-governmental organizations, experts, scientists	2	0
Croatia	PP Vransko Jezero	Cultural and historical values	Cultural & historical values	Economic importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Cultural and historical values	Specific site value	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Health and recreation values	Medicinal herbs	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Health and recreation values	Tourism & recreation	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Health and recreation values	Tourism & recreation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Knowledge	Building knowledge	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	1	0
Croatia	PP Vransko Jezero	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Materials	Wood	Importance of value	Non-governmental organizations, experts, scientists	0	0
Croatia	PP Vransko Jezero	Materials	Wood	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Nature conservation values	Nature conservation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Nature conservation values	Nature conservation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Management values	Jobs in Protected Areas	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Management values	Jobs in Protected Areas	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Hunting	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Hunting	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Wild food plants and mushrooms	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Wild food plants and mushrooms	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Fishing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Fishing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Traditional agriculture	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Traditional agriculture	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Livestock grazing	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to food	Livestock grazing	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to water	Commercial & non-commercial water use	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	PP Vrelo Bosne	Values related to water	Commercial & non-commercial water use	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Cultural and historical values	Cultural & historical values	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Cultural and historical values	Cultural & historical values	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Cultural and historical values	Specific site value	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Health and recreation values	Medicinal herbs	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Health and recreation values	Medicinal herbs	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Health and recreation values	Tourism & recreation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Health and recreation values	Tourism & recreation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Knowledge	Building knowledge	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	PP Vrelo Bosne	Knowledge	Building knowledge	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Knowledge	Formal & informal education	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Knowledge	Formal & informal education	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Knowledge	Genetic material	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Knowledge	Genetic material	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Climate change mitigation	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Climate change mitigation	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Soil stabilization	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Soil stabilization	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Flood prevention	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Flood prevention	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Water quality & quantity	Importance of value	Non-governmental organizations, experts, scientists	1	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Water quality & quantity	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Pollination & honey production	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Environmental services	Pollination & honey production	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Materials	Nature materials	Importance of value	Non-governmental organizations, experts, scientists	0	0
Bosnia and Herzegovina	PP Vrelo Bosne	Materials	Nature materials	Economic importance of value	Non-governmental organizations, experts, scientists	0	0
